15,2620
18,2500
20,2450
22,2370
24,2270
26,2150
28,2050
30,1970
32,1880
34,1770
36,1670
38,1600
40,1520
42,1460
44,1380
46,1330
48,1260
50,1240
53,1160
56,1100
59,1040
60,1000
65,940
70,890
75,820
80,760
85,720
90,700
100,640
110,580
120,540
130,490
140,450
150,420
